symbol,direction,entry_time,exit_time,entry_price,exit_price,lots,stop_price,pyramid_index,exit_reason,gross_pl,commission,net_pl
XAGUSD.var,short,2021-07-27,2021-07-29,24.583298192470544,25.736701807529457,0.47,25.711701807529458,1,stop,-54.20996990776891,4.699999999999999,-58.90996990776891
XAGUSD.var,short,2021-09-20,2021-10-14,22.28791753344987,23.48608246655013,0.45,23.46108246655013,1,stop,-53.91742198951164,4.5,-58.41742198951164
XAGUSD.var,short,2022-08-29,2022-09-12,18.493240386674454,19.578759613325552,0.49,19.553759613325553,1,stop,-53.19044210590378,4.9,-58.090442105903776
XAGUSD.var,long,2020-11-05,2020-11-23,25.381999999999998,23.40950524116443,0.28,23.43450524116443,0,stop,-55.22985324739585,2.8000000000000007,-58.02985324739585
XAGUSD.var,short,2020-11-27,2020-12-04,22.658,24.36941571303654,0.32,24.34441571303654,0,stop,-54.76530281716919,3.2,-57.965302817169196
XAGUSD.var,long,2021-12-28,2022-01-06,23.417265246210803,22.362734753789198,0.5,22.387734753789196,1,stop,-52.72652462108027,5.0,-57.72652462108027
XAGUSD.var,long,2020-12-21,2021-01-08,26.26057470698767,24.455425293012333,0.3,24.48042529301233,1,stop,-54.15448241926008,3.0,-57.15448241926008
XAGUSD.var,long,2021-11-11,2021-11-23,25.256,24.057775874971245,0.44,24.082775874971244,0,stop,-52.721861501265224,4.4,-57.12186150126522
XAGUSD.var,long,2022-01-19,2022-01-27,23.99695791075752,22.90704208924248,0.48,22.93204208924248,1,stop,-52.31595943272185,4.800000000000001,-57.11595943272185
XAGUSD.var,long,2021-02-01,2021-02-02,28.983999999999998,26.821185759079142,0.25,26.84618575907914,0,stop,-54.07035602302139,2.5,-56.57035602302139
